27.03 3.4641 6
27.122 3.4641 6
27.222 3.4641 6
27.319 3.4641 6
27.422 3.4641 6
27.523 3.4641 6
27.622 3.4641 6
27.722 3.4641 6
27.822 3.4641 6
27.922 3.4641 6
28.022 3.4641 6
28.121 3.4641 6
28.222 3.4641 6
28.321 3.4641 6
28.419 3.4641 6
28.522 3.4641 6
28.622 3.4641 6
28.722 3.4641 6
28.823 3.4641 6
28.922 3.4641 6
29.021 3.4641 6
29.124 3.4641 6
29.223 3.4641 6
29.323 3.4641 6
29.423 3.4641 6
29.524 3.4641 6
29.622 3.4641 6
29.723 3.4641 6
29.824 3.4641 6
29.923 3.4641 6
30.024 3.4641 6
30.119 3.4641 6
30.223 3.4641 6
30.323 3.4641 6
30.424 3.4641 6
30.523 3.4641 6
30.62 3.4641 6
30.724 3.46417 6.00024
30.829 3.47694 6.04457
30.928 3.5002 6.12571
31.026 3.53294 6.24082
31.126 3.57524 6.39118
31.229 3.62641 6.57541
31.327 3.6862 6.79402
31.426 3.75451 7.04817
31.528 3.83062 7.33683
31.627 3.9142 7.66048
31.729 4.00478 8.01912
31.826 4.10191 8.41284
31.928 4.20517 8.84171
32.028 4.31404 9.30546
32.128 4.42808 9.80396
32.226 4.54685 10.3369
32.323 4.54685 10.3369
32.423 4.54685 10.3369
32.524 4.54685 10.3369
32.623 4.54685 10.3369
32.723 4.54685 10.3369
32.823 4.54685 10.3369
32.923 4.54685 10.3369
33.023 4.54685 10.3369
33.122 4.55018 10.3521
33.226 4.56381 10.4142
33.325 4.57453 10.4632
33.425 4.58243 10.4993
33.525 4.5876 10.523
33.625 4.58988 10.5335
33.721 4.58932 10.5309
33.825 4.58604 10.5159
33.925 4.57944 10.4857
34.025 4.56959 10.4406
34.125 4.55754 10.3856
34.225 4.54443 10.3259
34.325 4.53122 10.266
34.425 4.51824 10.2072
34.526 4.50685 10.1559
34.625 4.49788 10.1155
34.725 4.49249 10.0912
34.825 4.49176 10.0879
34.928 4.49638 10.1087
35.022 4.49638 10.1087
35.122 4.49638 10.1087
35.223 4.49638 10.1087
35.322 4.49638 10.1087
35.422 4.49638 10.1087
35.523 4.53282 10.2732
35.625 4.5793 10.485
35.727 4.62485 10.6946
35.825 4.66972 10.9031
35.926 4.71438 11.1127
36.025 4.76515 11.3533
36.119 4.81775 11.6054
36.222 4.81775 11.6054
36.322 4.81775 11.6054
36.422 4.81775 11.6054
36.523 4.81775 11.6054
36.622 4.81775 11.6054
36.722 4.74327 11.2493
36.822 4.65557 10.8372
36.923 4.57392 10.4604
37.022 4.49942 10.1224
37.122 4.43297 9.8256
37.222 4.37501 9.57037
37.322 4.32729 9.3627
37.422 4.28989 9.20156
37.522 4.26345 9.08851
37.622 4.25004 9.0314
37.722 4.24929 9.02825
37.822 4.26063 9.07647
37.922 4.2863 9.18617
38.022 4.32872 9.36889
38.122 4.38581 9.61767
38.222 4.45608 9.92834
38.322 4.54221 10.3158
38.422 4.64133 10.771
38.523 4.75509 11.3055
38.622 4.88333 11.9235
38.721 4.9521 12.2616
38.822 4.9521 12.2616
38.922 4.9521 12.2616
39.022 4.9521 12.2616
39.122 4.9521 12.2616
39.222 4.9521 12.2616
39.323 4.9521 12.2616
39.422 4.9521 12.2616
39.522 4.9521 12.2616
39.619 4.96779 12.3395
39.723 5.0112 12.5561
39.824 5.08004 12.9034
39.923 5.17326 13.3813
40.024 5.28939 13.9888
40.124 5.42633 14.7225
40.222 5.58259 15.5827
40.324 5.75633 16.5677
40.424 5.94593 17.6771
40.524 6.14959 18.9087
40.623 6.36636 20.2652
40.724 6.59519 21.7483
40.824 6.83498 23.3585
40.923 7.08493 25.0981
41.023 7.34412 26.968
41.119 7.61205 28.9717
41.225 7.88726 31.1045
41.323 8.15797 33.2762
